name,description,data,users,company,labels,name_labels
Remote Patient Monitoring,Using patient data to remotely monitor and track the health status of patients.,Patient Data,"Healthcare Providers, Patients",Genalyte,2,31
Remote Monitoring Tool,A tool that collects and analyzes health metrics for remote patient monitoring.,Health Monitoring Data,"Healthcare Providers, Patients",Docbot,0,31
Remote health monitoring,This use case involves using the chatbot to enable healthcare providers to remotely monitor health metrics of patients.,Health Metrics,Healthcare Providers,Pair Team,4,31
Remote Patient Monitoring,Using advanced analytics and artificial intelligence to collect and analyze patient data for remote monitoring and informed decision-making.,Patient Health Data,Healthcare Providers,Biofourmis,31,31
Remote Health Monitoring,Monitoring the health status of expectant mothers remotely using wearable devices,Remote Monitoring Data,"Expectant Mothers, Healthcare Providers",Malama,4,31
External Remote Monitoring,A use case for patients to remotely monitor their vital signs or wearable device data.,"Vital signs, wearable device data",Patients,PneumaHealth,3,31
Remote Patient Monitoring,Collecting and analyzing real-time health data from wearable devices to monitor patients remotely.,Remote Patient Monitoring Data,"Healthcare Professionals, Healthcare Organizations, Patients",Huma Therapeutics,2,31
Remote Monitoring for Individuals with Complex Heart and Lung Conditions,"A use case that involves remotely monitoring the health of individuals
                    with complex heart and lung conditions.","Patient Health Data, Electronic Health Records (EHR), Wearable Device Data","Individuals with complex heart and lung conditions, Healthcare providers",NuvoAir,24,31
Remote Patient Monitoring,"Enabling healthcare professionals to remotely monitor and manage
                    patients with chronic health conditions.","Medical records, health history data, remote monitoring data",Healthcare Professionals,Pace,4,31
Remote monitoring and communication for healthcare providers,"Enabling healthcare providers to deliver personalized treatment plans,
                    monitor progress, and communicate with patients remotely.","Patient Health Data, Treatment Plans and Progress Data, Communication and
                    Interaction Data",Healthcare providers,Pelago,4,31
Remote Monitoring and Progress Tracking,"A chatbot that collects real-time monitoring data from patients using
                    OchreBio's therapies and tracks their progress, enabling adjustments to
                    treatment plans.",Real-time Monitoring Data,"Healthcare Providers, Patients with Liver Diseases",OchreBio,3,31
Clinical Diagnostics,"Employing gene sequencing solutions to analyze patient samples, aid in disease diagnosis or monitoring.","Genomic Data, Biological Data, Clinical Data, Research Data, Genomic Annotations, Metadata, External Databases","Medical Professionals, Clinical Diagnostics Experts",10X Genomics,0,32
Respiratory protection for outdoor enthusiasts,"Ensuring respiratory safety for outdoor enthusiasts engaged in activities like hiking, biking, and running","Air quality data, user feedback and preferences, market research data, sales and customer data, research and development data",Outdoor enthusiasts,Breathe99,3,32
Lab Test Scheduling,Enable users to schedule lab tests through the platform.,"Patient Data, Lab Test Data, Sales and Revenue Data","Patients, Healthcare Providers",Truepill,4,32
Lab Test Processing,Collaborate with labs to process lab tests and provide results to patients and healthcare providers.,"Patient Data, Lab Test Data, Sales and Revenue Data, Operational Data","Patients, Healthcare Providers, Labs",Truepill,17,32
Diagnostic Test Results,A use case for patients to receive and view their diagnostic test results from Sprinter Health.,"Patient Data, Diagnostic Data",Patients,Sprinter Health,20,32
